"step_n","position","position_return","omega","epsilon","phi","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","lagrangian","classical_lagrangian","timestamp"
2732,-0.780231256676715,7.235464454317388E-4,0.15,0.1,0.0,1.2836704917020814,0.45473964947148315,3.2154947401369562,-0.0024845489214939433,0.1,-0.9999999999999881,-0.47425719903229796,0.24835719561192499,0.04501270179157876,-0.006848557603439094,"2025-07-24T10:15:30.568233Z"
2733,-0.7801156051483265,-0.015015169455410886,0.15,0.1,0.0,1.288871858292586,0.4545572663767266,3.2142050964898523,-0.002393108016427151,0.1,-0.999999999999988,-0.5013672193075409,0.24835719561192499,0.04519207566221865,-0.0068458602569033905,"2025-07-24T10:15:30.668226Z"
2734,-0.7798792629220466,-0.030689188051755426,0.15,0.1,0.0,1.2938524850871913,0.4543826348286681,3.2129702645810747,-0.0023004696388430044,0.1,-0.9999999999999882,-0.5304790492557566,0.24835719561192499,0.045363803092732864,-0.006839588345881993,"2025-07-24T10:15:30.768217Z"
2735,-0.7795227828165983,-0.04630337802518577,0.15,0.1,0.0,1.2986124455694472,0.4542157508041796,3.2117902159627585,-0.002206703406379615,0.1,-0.9999999999999881,-0.5618646407334855,0.24835719561192499,0.04552789092653059,-0.006829773497184979,"2025-07-24T10:15:30.868254Z"
2736,-0.7790467365428917,-0.06186253147231667,0.15,0.1,0.0,1.3031518507579904,0.4540566090202481,3.210664913278301,-0.002111879105350106,0.1,-0.9999999999999886,-0.5958479205581971,0.24835719561192499,0.04568434713344982,-0.006816449446593463,"2025-07-24T10:15:30.968253Z"
2737,-0.7784517145455188,-0.07737137017806583,0.15,0.1,0.0,1.3074708490770137,0.45390520294001097,3.20959431030504,-0.002016066644437816,0.1,-0.9999999999999881,-0.6328177888380646,0.24835719561192499,0.045833180800890834,-0.006799651999769266,"2025-07-24T10:15:31.068264Z"
2738,-0.7777383258412613,-0.09283455170365874,0.15,0.1,0.0,1.3115696262204013,0.45376152477890014,3.2085783519977036,-0.0019193360086985237,0.1,-0.9999999999999882,-0.6732452238491441,0.24835719561192499,0.045974402125064116,-0.006779418992008536,"2025-07-24T10:15:31.168252Z"
2739,-0.7769071978546458,-0.10825667530728422,0.15,0.1,0.0,1.3154484050095592,0.4536255655108961,3.2076169745326233,-0.0018217572138926102,0.1,-0.999999999999988,-0.7177060912318494,0.24835719561192499,0.04610802240235642,-0.006755790246874743,"2025-07-24T10:15:31.268229Z"
2740,-0.7759589762505794,-0.12364228771342145,0.15,0.1,0.0,1.3191074452449854,0.45349731487488615,3.2067101053527036,-0.001723400261172691,0.1,-0.999999999999988,-0.7669120074560737,0.24835719561192499,0.04623405402081734,-0.00672880753374737,"2025-07-24T10:15:31.368251Z"
2741,-0.7748943247641064,-0.13899588874649613,0.15,0.1,0.0,1.322547043551613,0.4533767613811283,3.2058576632131226,-0.0016243350921474613,0.1,-0.9999999999999882,-0.8217527832435034,0.24835719561192499,0.04635251045176901,-0.0066985145243232645,"2025-07-24T10:15:31.468206Z"
2742,-0.7737139250273153,-0.15432193684468856,0.15,0.1,0.0,1.3257675332179688,0.4532638923178175,3.205059558227766,-0.0015246315443452545,0.1,-0.9999999999999881,-0.8833558539211519,0.24835719561192499,0.04646340624154038,-0.0066649567481073865,"2025-07-24T10:15:31.568250Z"
2743,-0.7724184763934397,-0.1696248544674901,0.15,0.1,0.0,1.3287692840291845,0.45315869375775353,3.204315691916372,-0.0014243593070999009,0.1,-0.9999999999999881,-0.9531711953507814,0.24835719561192499,0.04656675700332764,-0.006628181546931583,"2025-07-24T10:15:31.668222Z"
2744,-0.7710086957581858,-0.18490903341204995,0.15,0.1,0.0,1.331552702093908,0.4530611505651085,3.203625957252388,-0.0013235878778788718,0.1,-0.9999999999999883,-1.033095457391191,0.24835719561192499,0.04666257940918169,-0.006588238028538953,"2025-07-24T10:15:31.768219Z"
2745,-0.7694853173783243,-0.20017884005172473,0.15,0.1,0.0,1.3341182296651504,0.45297124640229375,3.202990238711527,-0.0012223865190765227,0.1,-0.9999999999999883,-1.1256582079618878,0.24835719561192499,0.04675089118212282,-0.006545177019272757,"2025-07-24T10:15:31.868212Z"
2746,-0.7678490926875872,-0.21543862051016338,0.15,0.1,0.0,1.3364663449551188,0.45288896373692394,3.2024084123210095,-0.0011208242152924474,0.1,-0.9999999999999883,-1.2343098431197228,0.24835719561192499,0.046831711088382896,-0.006499051015909061,"2025-07-24T10:15:31.968274Z"
2747,-0.7661007901099058,-0.23069270578411055,0.15,0.1,0.0,1.3385975619440753,0.4528142838488783,3.2018803457094935,-0.0010189696311140963,0.1,-0.9999999999999883,-1.363882389808587,0.24835719561192499,0.04690505892977453,-0.0064499141366726395,"2025-07-24T10:15:32.068240Z"
2748,-0.7642411948700282,-0.24594541682827187,0.15,0.1,0.0,1.3405124301832674,0.45274718683745785,3.201405898157689,-9.168910694259584E-4,0.1,-0.9999999999999882,-1.5213578001038541,0.24835719561192499,0.04697095553618611,-0.006397822071475361,"2025-07-24T10:15:32.168247Z"
2749,-0.7622711088015572,-0.2612010696141333,0.15,0.1,0.0,1.3422115345919818,0.4526876516286383,3.2009849206496357,-8.14656430262426E-4,0.1,-0.9999999999999885,-1.7172130776153889,0.24835719561192499,0.04702942275820193,-0.0063428320314183355,"2025-07-24T10:15:32.268212Z"
2750,-0.760191350152448,-0.2764639801763112,0.15,0.1,0.0,1.3436954952487634,0.4526356559824169,3.2006172559246586,-7.123331702238652E-4,0.1,-0.9999999999999885,-1.9679197677994162,0.24835719561192499,0.04708048345984507,-0.006285002697597033,"2025-07-24T10:15:32.368214Z"
2751,-0.7580027533880039,-0.291738469658348,0.15,0.1,0.0,1.3449649671768493,0.4525911765002544,3.2003027385299907,-6.09988262475486E-4,0.1,-0.9999999999999885,-2.3009464762749094,0.24835719561192499,0.04712416151144151,-0.006224394169250947,"2025-07-24T10:15:32.468217Z"
2752,-0.7557061689914126,-0.3070288693710224,0.15,0.1,0.0,1.3460206401238715,0.45255418863261043,3.2000411948740544,-5.076881573460574E-4,0.1,-0.9999999999999885,-2.765774607884847,0.24835719561192499,0.04716048178260265,-0.00616106791129804,"2025-07-24T10:15:32.568253Z"
2753,-0.7533024632618625,-0.32233952587535275,0.15,0.1,0.0,1.3468632383358718,0.45252466668657326,3.19983244328041,-4.05498743543628E-4,0.1,-0.9999999999999885,-3.4614728200426543,0.24835719561192499,0.047189470135323486,-0.006095086701295766,"2025-07-24T10:15:32.668247Z"
2754,-0.750792518110281,-0.3376748061034185,0.15,0.1,0.0,1.3474935203256881,0.45250258383358244,3.199676294042368,-3.034853100081607E-4,0.1,-0.9999999999999882,-4.619576717639656,0.24835719561192499,0.04721115341719314,-0.006026514575869382,"2025-07-24T10:15:32.768214Z"
2755,-0.7481772308527359,-0.35303910252989124,0.15,0.1,0.0,1.3479122786357571,0.45248791211724526,3.1995725494782574,-2.017125084140723E-4,0.1,-0.9999999999999887,-6.936666389616441,0.24835719561192499,0.04722555945471437,-0.005955416776648873,"2025-07-24T10:15:32.868232Z"
2756,-0.7454575140015408,-0.3684368384071267,0.15,0.1,0.0,1.3481203395953925,0.4524806224612473,3.1995210039873614,-1.0024431634288992E-4,0.1,-0.9999999999999885,-13.919476049322478,0.24835719561192499,0.04723271704672776,-0.005881859695756542,"2025-07-24T10:15:32.968204Z"
2757,-0.7426342950541094,-0.38387247307742,0.15,0.1,0.0,1.3481185630725883,0.4524806846773565,3.199521444106513,8.559988603511697E-7,0.1,-0.9999999999999882,1624.986140866718,0.24835719561192499,0.04723265595793666,-0.005805910820886492,"2025-07-24T10:15:33.068232Z"
2758,-0.7397085162795981,-0.39935050737628824,0.15,0.1,0.0,1.3479078422204067,0.452488067473521,3.1995736485673607,1.0152591553045118E-4,0.1,-0.9999999999999887,13.635743751751741,0.24835719561192499,0.047225406912528155,-0.005727638680017314,"2025-07-24T10:15:33.168242Z"
2759,-0.7366811345033826,-0.414875489140591,0.15,0.1,0.0,1.3474891032180032,0.4525027384620622,3.199677388354297,2.0170369240916027E-4,0.1,-0.9999999999999889,6.82829085425751,0.24835719561192499,0.04721100158788507,-0.005647112785800301,"2025-07-24T10:15:33.268206Z"
2760,-0.733553120889409,-0.43045201883646306,0.15,0.1,0.0,1.346863305006346,0.45252466416796183,3.1998324267630607,3.0132840264340523E-4,0.1,-0.9999999999999885,4.543740150953775,0.24835719561192499,0.047189472608384,-0.005564403579663975,"2025-07-24T10:15:33.368253Z"
2761,-0.730325460720466,-0.44608475532183856,0.15,0.1,0.0,1.3460314390186907,0.4525538100372456,3.2000385194600125,4.003399670367401E-4,0.1,-0.9999999999999887,3.397104523778583,0.24835719561192499,0.04716085353927388,-0.005479582375677238,"2025-07-24T10:15:33.468235Z"
2762,-0.7269991531764188,-0.4617784217595492,0.15,0.1,0.0,1.3449945289058627,0.4525901404454613,3.2002954145420928,4.986791865439819E-4,0.1,-0.9999999999999887,2.706801941870602,0.24835719561192499,0.047125178880629004,-0.005392721304212083,"2025-07-24T10:15:33.568189Z"
2763,-0.7235752111104522,-0.47753781169727094,0.15,0.1,0.0,1.3437536302564146,0.452633618706255,3.200602852597457,5.962877739910698E-4,0.1,-0.9999999999999887,2.244997515200027,0.24835719561192499,0.04708248406137111,-0.0053038932554474805,"2025-07-24T10:15:33.668252Z"
2764,-0.7200546608233642,-0.49336779533153374,0.15,0.1,0.0,1.3423098303117116,0.4526842070800436,3.2009605667668035,6.931083850110343E-4,0.1,-0.9999999999999887,1.9138905596098277,0.24835719561192499,0.04703280543335365,-0.005213171822755551,"2025-07-24T10:15:33.768250Z"
2765,-0.7164385418359572,-0.5092733259737802,0.15,0.1,0.0,1.3406642476760104,0.4527418667827861,3.2013682828053964,7.890846481799055E-4,0.1,-0.9999999999999886,1.6645292744129567,0.24835719561192499,0.04697618026550233,-0.005120631246011099,"2025-07-24T10:15:33.868206Z"
2766,-0.712727906659571,-0.5252594467372516,0.15,0.1,0.0,1.3388180320215906,0.45280655799485375,3.2018257191457837,8.841611943417256E-4,0.1,-0.9999999999999888,1.4696980180615524,0.24835719561192499,0.046912646738004764,-0.005026346354865756,"2025-07-24T10:15:33.968249Z"
2767,-0.7089238205648016,-0.5413312974650646,0.15,0.1,0.0,1.3367723637890048,0.45287823986999987,3.2023325869612256,9.78283685110533E-4,0.1,-0.9999999999999886,1.3130584346036323,0.24835719561192499,0.046842243936542745,-0.004930392512026321,"2025-07-24T10:15:34.068223Z"
2768,-0.705027361348455,-0.5574941219198811,0.15,0.1,0.0,1.3345284538825068,0.45295687054443046,3.2028885902298354,0.0010713988405366352,0.1,-0.9999999999999888,1.1842090392890774,0.24835719561192499,0.046765011846559866,-0.0048328455565794775,"2025-07-24T10:15:34.168208Z"
2769,-0.7010396190987762,-0.5737532752583998,0.15,0.1,0.0,1.3320875433607244,0.453042407145977,3.2034934257994356,0.0011634544659276111,0.1,-0.999999999999989,1.0762132669123827,0.24835719561192499,0.04668099134755724,-0.004733781747400604,"2025-07-24T10:15:34.268223Z"
2770,-0.6969616959590057,-0.590114231813331,0.15,0.1,0.0,1.3294509031226422,0.4531348058033713,3.2041467834531505,0.0012543994778107888,0.1,-0.9999999999999888,0.9842676771274034,0.24835719561192499,0.046590224207410165,-0.004633277706689312,"2025-07-24T10:15:34.368262Z"
2771,-0.6927947058893044,-0.6065825932090982,0.15,0.1,0.0,1.3266198335889576,0.4532340216556252,3.204848345975718,0.0013441839290294216,0.1,-0.9999999999999889,0.9049405833742213,0.24835719561192499,0.046492753076697896,-0.004531410363668309,"2025-07-24T10:15:34.468230Z"
2772,-0.6885397744270971,-0.6231640968371904,0.15,0.1,0.0,1.323595664378879,0.4533400088615141,3.2055977892205574,0.001432759032960147,0.1,-0.9999999999999889,0.835715058132401,0.24835719561192499,0.04638862148303912,-0.004428256898487275,"2025-07-24T10:15:34.568234Z"
2773,-0.6841980384458795,-0.6398646247205595,0.15,0.1,0.0,1.3203797539824333,0.453452720609167,3.2063947821775796,0.0015200771868439157,0.1,-0.9999999999999891,0.7747032204011877,0.24835719561192499,0.046277873825425316,-0.004323894686368367,"2025-07-24T10:15:34.668248Z"
2774,-0.6797706459125349,-0.6566902127971661,0.15,0.1,0.0,1.3169734894283467,0.45357210912576373,3.207238987041754,0.001606091994219616,0.1,-0.9999999999999889,0.7204613125922038,0.24835719561192499,0.046160555368544014,-0.004218401242033119,"2025-07-24T10:15:34.768213Z"
2775,-0.6752587556432117,-0.6736470606555068,0.15,0.1,0.0,1.3133782859475729,0.4536981256873394,3.2081300592824427,0.0016907582864531148,0.1,-0.9999999999999886,0.6718663894241477,0.24835719561192499,0.04603671223708435,-0.004111854164448544,"2025-07-24T10:15:34.868155Z"
2776,-0.6706635370578031,-0.6907415417577837,0.15,0.1,0.0,1.3095955866325342,0.4538307206287002,3.2090676477135056,0.0017740321433520282,0.1,-0.9999999999999886,0.6280319297575171,0.24835719561192499,0.0459063914100166,-0.004004331081928221,"2025-07-24T10:15:34.968223Z"
2777,-0.6659861699330814,-0.7079802141876859,0.15,0.1,0.0,1.3056268620921456,0.4539698433534468,3.210051394564187,0.0018558709128595936,0.1,-0.999999999999989,0.5882487541602921,0.24835719561192499,0.045769640714837745,-0.0038959095976276166,"2025-07-24T10:15:35.068248Z"
2778,-0.661227844154532,-0.725369831963806,0.15,0.1,0.0,1.3014736101026962,0.4541154423441116,3.211080935550791,0.0019362332298184888,0.1,-0.9999999999999893,0.5519428163063854,0.24835719561192499,0.0456265088217752,-0.003786667235468675,"2025-07-24T10:15:35.168252Z"
2779,-0.656389759466937,-0.7429173569622279,0.15,0.1,0.0,1.2971373552546517,0.4542674651724076,3.2121558999491544,0.002015079033800008,0.1,-0.9999999999999887,0.5186445013902229,0.24835719561192499,0.04547704523794035,-0.003676681386529929,"2025-07-24T10:15:35.268301Z"
2780,-0.6514731252237533,-0.7606299714955738,0.15,0.1,0.0,1.2926196485954564,0.4544258585095908,3.2132759106679156,0.0020923695859890296,0.1,-0.9999999999999893,0.48796593066065147,0.24835719561192499,0.04532130030142398,-0.0035660292559367337,"2025-07-24T10:15:35.368230Z"
2781,-0.6464791601353362,-0.7785150915987544,0.15,0.1,0.0,1.2879220672684075,0.45459056813693766,3.2144405843226105,0.0021680674851212835,0.1,-0.999999999999989,0.45958393781580603,0.24835719561192499,0.04515932517532546,-0.0034547878102880705,"2025-07-24T10:15:35.468227Z"
2782,-0.6414090920160557,-0.7965803810768143,0.15,0.1,0.0,1.2830462141476666,0.45476153895633864,3.215649531310569,0.0022421366824663743,0.1,-0.9999999999999892,0.4332271296622472,0.24835719561192499,0.04499117184170767,-0.0033430337256524253,"2025-07-24T10:15:35.568251Z"
2783,-0.6362641575303539,-0.8148337663739121,0.15,0.1,0.0,1.2779937174694924,0.45493871500100797,3.216902355886652,0.0023145424958500114,0.1,-0.9999999999999892,0.40866593177860344,0.24835719561192499,0.044816893095469615,-0.0032308433361672197,"2025-07-24T10:15:35.668231Z"
2784,-0.6310456019377922,-0.8332834523279813,0.15,0.1,0.0,1.2727662304597613,0.45512203944631147,3.2181986562398137,0.002385251622713906,0.1,-0.9999999999999891,0.38570484556401075,0.24835719561192499,0.04463654253812889,-0.0031182925832737548,"2025-07-24T10:15:35.768228Z"
2785,-0.6257546788371366,-0.851937938880303,0.15,0.1,0.0,1.2673654309578533,0.45531145462071276,3.2195380245705043,0.002454232152205302,0.1,-0.9999999999999893,0.3641763639551538,0.24835719561192499,0.0444501745715059,-0.0030054569656213373,"2025-07-24T10:15:35.868256Z"
2786,-0.6203926499095302,-0.8708060388160889,0.15,0.1,0.0,1.2617930210369805,0.4555069020168401,3.22092004716892,0.0025214535762960255,0.1,-0.9999999999999893,0.34393614559559593,0.24835719561192499,0.044257844391302426,-0.0028924114896705087,"2025-07-24T10:15:35.968251Z"
2787,-0.614960784660802,-0.8898968966178382,0.15,0.1,0.0,1.2560507266210283,0.4557083223026723,3.2223443044941047,0.0025868867999253,0.1,-0.9999999999999892,0.3248591538778088,0.24835719561192499,0.04405960798056636,-0.002779230621027473,"2025-07-24T10:15:36.068206Z"
2788,-0.6094603601629593,-0.9092200085211574,0.15,0.1,0.0,1.250140297097993,0.4559156553328466,3.2238103712539075,0.002650504150164759,0.1,-0.9999999999999892,0.30683654305329483,0.24835719561192499,0.04385552210303547,-0.002665988236538743,"2025-07-24T10:15:36.168236Z"
2789,-0.6038926607949164,-0.9287852438698981,0.15,0.1,0.0,1.2440635049300852,0.45612884016008887,3.225317816485801,0.0027122793844040964,0.1,-0.9999999999999891,0.28977312803382316,0.24835719561192499,0.04364564429635251,-0.0025527575771768234,"2025-07-24T10:15:36.268220Z"
2790,-0.5982589779825035,-0.9486028678772261,0.15,0.1,0.0,1.237822145260583,0.45634781504676564,3.2268662036385765,0.002772187697553621,0.1,-0.9999999999999892,0.27358531409108755,0.24835719561192499,0.0434300328651444,-0.002439611201743682,"2025-07-24T10:15:36.368242Z"
2791,-0.5925606099378099,-0.9686835659077825,0.15,0.1,0.0,1.2314180355175077,0.4565725174765597,3.228455090654893,0.0028302057282651298,0.1,-0.9999999999999893,0.2581993918120234,0.24835719561192499,0.04320874687395831,-0.002326620941421776,"2025-07-24T10:15:36.468274Z"
2792,-0.5867988613979069,-0.9890384694080245,0.15,0.1,0.0,1.2248530150142025,0.45680288416626996,3.230084030054722,0.00288631156416903,0.1,-0.9999999999999893,0.24355012425825895,0.24835719561192499,0.042981846140047804,-0.0022138578551974515,"2025-07-24T10:15:36.568253Z"
2793,-0.5809750433630025,-1.0096791836221761,0.15,0.1,0.0,1.2181289445468928,0.45703885107773473,3.2317525690196547,0.002940484746127864,0.1,-0.9999999999999893,0.2295795695360552,0.24835719561192499,0.04274939122600196,-0.002101392186185847,"2025-07-24T10:15:36.668214Z"
2794,-0.5750904728340744,-1.0306178172461615,0.15,0.1,0.0,1.2112477059893068,0.4572803534298805,3.2334602494781004,0.0029927062715074068,0.1,-0.9999999999999895,0.21623609424732965,0.24835719561192499,0.042511443432211124,-0.001989293318879384,"2025-07-24T10:15:36.768263Z"
2795,-0.5691464725500338,-1.0518670141844606,0.15,0.1,0.0,1.2042112018844369,0.45752732571089494,3.23520660819136,0.003042958596465564,0.1,-0.9999999999999892,0.20347354266537307,0.24835719561192499,0.04226806478916265,-0.0018776297373478928,"2025-07-24T10:15:36.868209Z"
2796,-0.5631443707244655,-1.0734399875930862,0.15,0.1,0.0,1.197021355033519,0.45777970169052534,3.2369911768405952,0.0030912256372615226,0.1,-0.9999999999999895,0.19125053369438708,0.24835719561192499,0.042019318049560585,-0.0017664689844103672,"2025-07-24T10:15:36.968254Z"
2797,-0.5570855007819978,-1.0953505564075976,0.15,0.1,0.0,1.1896801080823132,0.4580374144325026,3.2388134821146743,0.0031374927705875577,0.1,-0.9999999999999896,0.17952986325415882,0.24835719561192499,0.04176526668026323,-0.0016558776218052542,"2025-07-24T10:15:37.068250Z"
2798,-0.550971201094347,-1.1176131845773738,0.15,0.1,0.0,1.1821894231047665,0.4583003963070905,3.240673045798909,0.0031817468329246724,0.1,-0.9999999999999895,0.16827799408785296,0.24835719561192499,0.04150597485403269,-0.0015459211913773497,"2025-07-24T10:15:37.168206Z"
2799,-0.5448028147160902,-1.140243023247574,0.15,0.1,0.0,1.1745512811841334,0.4585685790037596,3.2425693848646753,0.0032239761189282864,0.1,-0.9999999999999898,0.15746461844152868,0.24835719561192499,0.041241507441091396,-0.0014366641773057016,"2025-07-24T10:15:37.268205Z"
